name,bmag,ks_mag,ks_mag_flag,distance,fuv_mag,halpha_mag,log_mass_26,log_h1_mass,ha_sfr,fuv_sfr,ra_deg,dec_deg,ebv_sfd,gal_b,low_gal_lat,A_B,A_Ks,bmag_dered,ks_mag_dered,BK_obs,BK_dered,deredden_suspect,high_foreground,very_blue
CGCG 014-054,15.6,13.18,C,9.6,17.81,,8.2,7.7,,0.0034613220890356,187.76583,1.67611,0.01751497946679592,64.08343138305635,False,0.06350931554660201,0.0053595837168395515,15.536490684453398,13.174640416283161,2.42,2.3618502681702367,False,False,False
UGC05797,14.28,11.81,,7.0,17.12,19.33,8.59,7.65,0.0030042365519212,0.0034745264959443,159.854971,1.719189,0.03174974396824837,49.43887469275419,False,0.11512457162886858,0.009715421654284,14.164875428371131,11.800284578345716,2.469999999999999,2.364590850025415,False,False,False
UGC07512,15.2,12.78,C,10.6,17.4,,8.66,8.26,,0.0061561795565545,186.420312,2.159267,0.018108874559402466,64.28004187202393,False,0.06566277915239334,0.005541315615177155,15.134337220847605,12.774458684384822,2.42,2.3598785364627837,False,False,False
NGC4765,13.37,10.82,,9.7,15.04,,9.09,8.43,,0.0453151076841985,193.3108762720048,4.4631867861882,0.04030318558216095,67.33084039660966,False,0.1461393509209156,0.01233277478814125,13.223860649079084,10.807667225211858,2.549999999999999,2.4161934238672256,False,False,False
CGCG 035-007,15.22,12.68,C,13.0,17.49,19.43,8.99,8.17,0.0094498464201775,0.0085228776198183,143.68627,6.42563,0.04275668039917946,38.993116821701776,False,0.15503572312742472,0.013083544202148915,15.064964276872576,12.666916455797852,2.540000000000001,2.3980478210747247,False,False,False
KK49,16.1,10.39,,5.15,,16.68,8.48,7.73,0.0186703519087052,,,,,,False,,,,,5.710000000000001,,False,False,False
IC3591,14.39,11.6,,9.8,16.09,16.79,8.88,8.24,0.0610928234929656,0.0175853776454929,189.261238,6.925906,0.02343936078250408,69.5106406655846,False,0.0849911221973598,0.007172444399446249,14.30500887780264,11.592827555600554,2.790000000000001,2.7121813222020865,False,False,False
AGC191803,16.5,14.05,C,14.9,18.56,,8.39,7.97,,0.0041789972432585,147.024695,7.128097,0.026608604937791824,42.21162250552376,False,0.09648280150443315,0.008142233110964297,16.403517198495567,14.041857766889036,2.4499999999999993,2.3616594316065314,False,False,False
UGC05288,14.62,11.49,,6.85,15.99,17.53,8.87,8.28,0.0150979919244406,0.0094206461348273,147.821838,7.82557,0.034069668501615524,43.24598020188516,False,0.12353661798685789,0.01042531856149435,14.496463382013141,11.479574681438505,3.129999999999999,3.0168887005746363,False,False,False
LeG03,17.3,14.6,C,10.4,,,8.49,7.69,,,158.9535,8.48053,0.026026345789432526,52.92226915389051,False,0.09437152983248233,0.007964061811566352,17.205628470167518,14.592035938188433,2.700000000000001,2.6135925319790854,False,False,False
VCC1725,14.89,11.74,,8.5,15.95,,8.63,7.6,,0.0150500311652838,189.4230034583333,8.55859188888889,0.022471535950899124,71.14769680549577,False,0.08148178935796022,0.006876290000975132,14.80851821064204,11.733123709999026,3.1500000000000004,3.0753945006430143,False,False,False
IC0559,14.98,12.52,C,9.4,16.68,19.04,8.81,8.0,0.0070760965978164,0.0093962649670287,146.182566,9.615936,0.02639228291809559,42.70473467875686,False,0.0956984178610146,0.00807603857293725,14.884301582138987,12.511923961427062,2.460000000000001,2.3723776207119247,False,False,False
UGC06014,15.0,12.49,C,10.4,17.27,,8.94,7.8,,0.0066798425584532,163.427875,9.727925,0.03156392648816109,57.24913893117066,False,0.1144507974460721,0.009658561505377292,14.885549202553928,12.480341438494623,2.51,2.4052077640593055,False,False,False
UGC05456,13.84,11.63,,5.6,15.31,17.16,8.39,7.71,0.0141877687038154,0.0117781098863019,151.8340916666667,10.361155555555555,0.0400857999920845,47.94353150394957,False,0.1453511107712984,0.012266254797577857,13.694648889228702,11.617733745202424,2.209999999999999,2.0769151440262785,False,False,False
AGC202248,17.5,15.08,C,10.4,19.16,,8.23,7.18,,0.0011715645618643,158.733879,11.492359,0.031221553683280945,54.37228361784553,False,0.1132093536555767,0.00955379542708397,17.386790646344423,15.070446204572916,2.42,2.3163444417715073,False,False,False
CGCG 066-109,16.2,13.8,C,10.4,17.73,20.03,8.04,7.65,0.0034802041803985,0.0043728665758376,166.11,11.75634,0.015040476806461811,60.57267473105084,False,0.05453676890023053,0.004602385902777314,16.145463231099768,13.795397614097224,2.3999999999999986,2.350065617002544,False,False,False
UGC08061,15.97,13.5,C,6.49,18.0,20.49,8.38,7.32,0.0008872120656169,0.0013279720712662,194.182085,11.93137,0.028651932254433632,74.7524937373873,False,0.10389190635457635,0.008767491269856691,15.866108093645424,13.491232508730143,2.4700000000000006,2.374875584915282,False,False,False
IC3718,14.0,11.91,,6.8,18.39,19.88,8.77,7.13,0.0017082674713253,0.0010179287327797,191.1916333333333,12.351452777777777,0.028952404856681824,75.14068680800277,False,0.10498142001032829,0.008859435886144637,13.89501857998967,11.901140564113856,2.09,1.993878015875815,False,False,False
UGC05812,15.5,12.81,C,10.4,17.89,,8.53,7.6,,0.003773690047195,160.236275,12.473857,0.024351052939891815,56.13718777980961,False,0.08829691796004772,0.007451422199606895,15.411703082039953,12.802548577800394,2.6899999999999995,2.6091545042395587,False,False,False
IC3583,13.31,11.2,,7.6,15.43,,9.25,7.83,,0.0194234661199222,189.1814916666666,13.259147222222222,0.04398252069950104,75.7106592837829,False,0.15948062005639077,0.013458651334047318,13.15051937994361,11.186541348665951,2.110000000000001,1.9639780312776587,False,False,False
IC2787,15.7,13.23,C,10.3,,25.36,8.98,7.27,2.5189090988004758e-05,,170.829486,13.629777,0.025589441880583763,65.39859863419723,False,0.09278731625899672,0.007830369215458632,15.607212683741002,13.222169630784542,2.469999999999999,2.38504305295646,False,False,False
AGC205268,17.4,14.93,C,10.4,20.27,,8.18,8.03,,0.0004214695722227,160.718475,13.741080555555556,0.02932051196694374,57.175329719201166,False,0.106316176392138,0.008972076661884784,17.29368382360786,14.921027923338116,2.469999999999999,2.372655900269745,False,False,False
DDO088,14.4,11.91,C,7.73,16.59,18.89,9.15,7.87,0.0054941059925326,0.0069033284294554,161.84333870733,14.07130480445,0.034619949758052826,58.28959692244258,False,0.12553193782269953,0.010593704625964165,14.2744680621773,11.899406295374035,2.49,2.375061766803265,False,False,False
IC3023,15.35,12.85,C,7.7,16.78,,8.17,7.57,,0.0057501741529975,182.507268,14.366871,0.038470007479190826,74.00048677914063,False,0.13949224711954594,0.011771822288632394,15.210507752880453,12.838228177711366,2.5,2.3722795751690864,False,False,False
UGC04115,15.23,12.13,,7.73,15.82,17.89,8.84,8.34,0.0138005702959181,0.0140300279323991,119.254281,14.396571,0.028533687815070152,20.89686905509409,False,0.10346315201744437,0.008731308471411467,15.126536847982557,12.12126869152859,3.0999999999999996,3.005268156453967,False,False,False
IC3077,15.01,12.69,,9.1,20.3,,8.54,6.97,,0.0003138935071565,183.98481666666663,14.433574999999998,0.032504089176654816,74.84814918428718,False,0.11785982735455036,0.009946251288056374,14.89214017264545,12.680053748711943,2.3200000000000003,2.2120864239335063,False,False,False
LSBC D634-03,17.5,15.0,C,9.55,21.1,24.86,8.32,6.7,3.431980320906766e-05,0.0001654650561411,137.22375,14.58286,0.03859857842326164,36.9401023634348,False,0.1399584453627467,0.011811164997518062,17.360041554637252,14.988188835002482,2.5,2.37185271963477,False,False,False
DDO013,14.37,11.76,C,9.04,15.97,17.66,8.68,8.66,0.0233278603459266,0.0167123071492132,25.043291666666665,15.905166666666668,0.06295879930257797,-45.3715043023448,False,0.22828860627114772,0.01926539258658886,14.141711393728851,11.740734607413412,2.6099999999999994,2.4009767863154394,False,False,False
UGC00685,14.22,11.64,C,4.51,16.51,17.97,8.69,7.74,0.0043640641861156,0.0025296045373693,16.8459669,16.6836077,0.057256150990724564,-46.017689527810866,False,0.20761080349236727,0.017520382203161718,14.012389196507634,11.62247961779684,2.58,2.3899095787107942,False,False,False
UGC01056,14.81,12.0,,7.3,17.24,18.17,8.03,7.64,0.0095100711468379,0.0033833370769506,22.1968,16.687975,0.0729154571890831,-45.256781042265395,False,0.2643914477676153,0.022312129899859427,14.545608552232386,11.97768787010014,2.8100000000000005,2.567920682132245,False,False,False
DDO047,13.62,11.0,,8.05,15.04,17.79,9.4,8.81,0.0164108020317726,0.0312098232086861,115.48460804088,16.802069897830002,0.03298307955265045,18.543884671909968,False,0.11959664645791053,0.010092822343111037,13.500403353542088,10.989907177656889,2.619999999999999,2.5104961758851996,False,False,False
UGC02684,16.29,13.46,,6.49,17.83,20.28,8.79,7.92,0.0010765332284176,0.0015530625286372,50.09879,17.29586,0.14138396084308624,-32.746824462219,False,0.5126582420170307,0.04326349201798439,15.777341757982969,13.416736507982016,2.8299999999999983,2.360605250000953,False,False,False
UGC02716,14.64,11.5,,6.4,17.07,18.81,8.21,7.68,0.0040541330154683,0.003041301637632,51.030238,17.753038,0.1384013444185257,-31.825137444014,False,0.5018432748615742,0.042350811392068866,14.138156725138426,11.457649188607931,3.1400000000000006,2.680507536530495,False,False,False
UGC01104,14.48,11.81,,7.55,16.12,18.25,8.9,8.02,0.0094500030573292,0.010152978139217,23.17716273209,18.317087342930005,0.06171255558729172,-43.46625859843858,False,0.22376972655951977,0.018884042009711267,14.256230273440481,11.79111595799029,2.67,2.465114315450192,False,False,False
UGC06881,15.9,13.41,C,16.4,17.66,,9.14,8.27,,0.0115981105478067,178.687081,20.056461,0.03412609174847603,75.22780414090833,False,0.12374120867997407,0.010442584075033665,15.776258791320027,13.399557415924967,2.49,2.3767013753950597,False,False,False
LSBC D564-08,17.9,15.44,C,8.67,18.99,24.61,8.16,7.52,3.561034987748741e-05,0.0009522209731111,135.7237,20.07535,0.028643468394875526,37.59875099200264,False,0.10386121639981866,0.008764901328831912,17.79613878360018,15.431235098671168,2.459999999999999,2.364903684929013,False,False,False
UGC05672,14.65,11.55,,11.4,17.38,19.06,9.19,8.31,0.010217572981055,0.0072528592656779,157.08793749999998,22.569702777777778,0.023504488170146942,57.330953809782606,False,0.08522727410495282,0.007192373380064964,14.564772725895047,11.542807626619936,3.0999999999999996,3.0219650992751106,False,False,False
NGC4455,12.93,10.55,,8.4,14.6,16.54,9.32,8.62,0.0565062670826084,0.0509633678352201,187.18385083352,22.82042726653,0.020553290843963623,83.29155035562658,False,0.0745262326002121,0.006289306998252868,12.855473767399788,10.543710693001747,2.379999999999999,2.3117630743980406,False,False,False
UGC1561,14.51,11.83,C,7.2,17.19,,8.63,7.63,,0.003446390946051,31.020399999999995,24.2097,0.08430541306734085,-35.75284076858556,False,0.3056914277821779,0.0257974563986063,14.204308572217823,11.804202543601393,2.6799999999999997,2.4001060286164293,False,False,False
UGC08030,16.6,14.21,C,15.3,18.32,,8.57,7.89,,0.0054964516177379,193.622065,26.304284,0.009063300676643848,88.93093055163794,False,0.03286352825351059,0.0027733700070530177,16.56713647174649,14.207226629992947,2.3900000000000006,2.3599098417535433,False,False,False
UGCA298,15.25,12.43,,11.0,17.85,,8.74,7.29,,0.0043801089999167,191.73083954597,26.56429866712,0.014216396026313305,88.84585004980318,False,0.051548651991412044,0.004350217184051871,15.198451348008588,12.425649782815947,2.8200000000000003,2.7728015651926405,False,False,False
IC3308,15.41,12.51,C,12.8,,19.11,9.31,8.57,0.012301497566879,,186.32514899999995,26.714338000000005,0.02475077286362648,84.15978504224523,False,0.08974630240350961,0.007573736496269703,15.32025369759649,12.50242626350373,2.9000000000000004,2.8178274340927594,False,False,False
AGC749236,17.3,14.86,C,19.5,,,8.35,8.3,,,186.427326,26.809596,0.023504335433244705,84.25911002823904,False,0.0852267202809453,0.00719232664257288,17.214773279719054,14.852807673357427,2.4400000000000013,2.3619656063616272,False,False,False
DDO154,14.1,12.33,,4.04,14.88,18.19,8.79,8.28,0.0028595702882756,0.0091088233141497,193.52186666666665,27.14963055555556,0.00928561296314001,89.41015140806975,False,0.033669632604345676,0.0028413975667208433,14.066330367395654,12.327158602433279,1.7699999999999996,1.739171764962375,False,False,False
IC3341,16.4,13.98,C,14.0,,,8.48,7.92,,,186.597395,27.745539,0.019544336944818497,84.40874048507206,False,0.07086776576191187,0.00598056710511446,16.329132234238088,13.974019432894886,2.419999999999998,2.3551128013432017,False,False,False
NGC0855,13.3,9.83,,9.73,16.52,16.7,9.24,8.45,0.0654280122459307,0.0116660874701866,33.51505,27.87717222222222,0.07093857228755951,-31.52883946664909,False,0.2572232631146908,0.02170720311999321,13.04277673688531,9.808292796880007,3.4700000000000006,3.234483940005303,False,False,False
UGC07990,16.2,13.51,C,20.4,,21.38,9.19,8.4,0.0038618764943502,,192.608221,28.352449,0.012808370403945446,88.75577083527992,False,0.04644315108470619,0.003919361343607306,16.153556848915294,13.506080638656393,2.6899999999999995,2.647476210258901,False,False,False
UGCA294,14.82,12.41,C,9.9,15.99,,8.47,8.09,,0.0196775007229885,191.158929797,28.47247384388,0.015196124091744423,87.9826935359278,False,0.05510114595666528,0.004650013972073794,14.764898854043334,12.405349986027927,2.41,2.3595488680154073,False,False,False
DDO068,14.77,12.82,,9.8,15.22,18.16,8.83,8.73,0.0172977731438767,0.0391878736584087,149.191862,28.828824,0.018313637003302574,51.61583592889653,False,0.06640524777397513,0.005603972923010588,14.703594752226024,12.81439602707699,1.9499999999999993,1.8891987251490345,False,False,False
NGC0784,12.22,10.29,,4.97,14.42,16.24,9.23,8.46,0.0260765914738213,0.0210577674510101,30.32055,28.83725833333333,0.05897920951247215,-31.5853155802449,False,0.21385861369222403,0.01804763811081648,12.006141386307776,10.271952361889182,1.9300000000000015,1.734189024418594,False,False,False
UGC05427,14.89,12.2,,7.11,16.4,18.94,8.75,7.47,0.004438919275844,0.006957268259669,151.170621,29.364318,0.02312377654016018,53.40032613463378,False,0.0838468137346208,0.007075875621289015,14.80615318626538,12.19292412437871,2.6900000000000013,2.6132290618866705,False,False,False
KISSB023,16.32,13.9,C,19.8,17.01,,8.78,8.28,,0.030763088038114,145.053513,29.591749,0.0181410051882267,48.15562597404316,False,0.06577928481251001,0.00555114758759737,16.25422071518749,13.894448852412403,2.42,2.359771862775087,False,False,False
DDO131,15.28,12.86,C,8.1,16.5,,8.66,8.06,,0.0082351134317437,187.994039,29.709606,0.019301755353808403,85.00341419177367,False,0.06998816491290927,0.005906337138265372,15.21001183508709,12.854093662861734,2.42,2.3559181722253566,False,False,False
KK127,15.6,13.99,,17.3,17.44,,8.83,8.34,,0.0158049000636983,,,,,False,,,,,1.6099999999999994,,False,False,False
UGC12713,14.81,11.5,,12.2,16.95,18.43,9.21,8.42,0.0209053627150347,0.0123429568057741,354.5614916666666,30.709233333333334,0.0626547560095787,-29.579590977232918,False,0.2271861452907324,0.019172355338931083,14.582813854709268,11.480827644661069,3.3100000000000005,3.1019862100481994,False,False,False
IC2992,15.02,12.44,,12.7,16.71,18.81,8.52,7.73,0.015964138526975,0.0166842615622465,181.3160083333333,30.85541388888889,0.020240601152181625,79.24408843749804,False,0.07339241977781057,0.006193623952567577,14.946607580222189,12.433806376047432,2.58,2.5128012041747567,False,False,False
UGC07131,16.8,13.95,C,16.8,17.26,,9.39,8.59,,0.0175921172655008,182.299155,30.906816,0.022125601768493652,80.02799983796005,False,0.08022743201255798,0.006770434141159057,16.719772567987444,13.94322956585884,2.8500000000000014,2.776543002128605,False,False,False
KUG 1157+315,15.05,12.88,,23.2,16.67,,9.33,8.48,,0.0577664285236098,180.067352,31.225059,0.019426433369517326,78.11280431769106,False,0.07044024739786982,0.005944488611072302,14.97955975260213,12.874055511388928,2.17,2.105504241213202,False,False,False
DDO064,14.46,12.45,,7.11,15.13,17.31,8.84,8.24,0.0199194456132035,0.0224098396638066,147.594869,31.488277,0.022127633914351463,50.564043994220604,False,0.0802348005734384,0.006771055977791548,14.379765199426563,12.443228944022207,2.0100000000000016,1.9365362554043557,False,False,False
DDO133,13.53,11.12,C,4.85,14.85,16.93,8.48,8.2,0.0131529001431139,0.0134953149679253,188.22708333333333,31.541666666666668,0.016217123717069626,84.01928640537939,False,0.058803290598094464,0.004962439857423305,13.471196709401905,11.115037560142575,2.41,2.35615914925933,False,False,False
DDO083,15.41,13.41,,10.9,16.41,18.74,9.2,8.56,0.0125427001971779,0.0162013999689744,159.1797619096,31.5472747789,0.019761858507990837,60.42621393541987,False,0.07165649894997478,0.006047128703445196,15.338343501050025,13.403952871296555,2.0,1.9343906297534694,False,False,False
NGC4509,14.1,11.5,,10.1,15.22,,8.39,7.98,,0.0416238545594989,188.2770833333333,32.09093055555556,0.011831815354526043,83.63770979477049,False,0.04290216247551143,0.0036205354984849693,14.057097837524488,11.496379464501516,2.5999999999999996,2.560718373022972,False,False,False
UGC05209,16.06,13.64,C,6.56,18.23,21.29,8.29,7.15,0.000433856116497,0.0010977595566413,146.267484,32.237786,0.018863465636968613,49.512323690030044,False,0.06839892639964819,0.005772220484912396,15.99160107360035,13.634227779515088,2.419999999999998,2.357373294085262,False,False,False
UGC01281,12.87,10.5,,4.94,15.47,17.52,9.42,8.22,0.007924866292915,0.0079095804129827,27.382130000000004,32.58783,0.04741690680384636,-28.706676230988155,False,0.1719337040707469,0.014509573481976986,12.698066295929252,10.485490426518023,2.369999999999999,2.2125758694112285,False,False,False
FGC1497,16.8,14.13,C,23.4,18.79,,9.1,8.26,,0.0083393319735618,191.752695,32.651598,0.013558991253376007,84.39404950459142,False,0.0491649022847414,0.004149051323533058,16.75083509771526,14.125850948676467,2.67,2.6249841490387933,False,False,False
UGC03476,15.98,12.7,C,7.01,,18.22,8.74,8.15,0.0083747930061286,,97.61792,33.30056,0.23779520392417908,10.50926723795162,False,0.8622454094290734,0.0727653324007988,15.117754590570927,12.6272346675992,3.280000000000001,2.4905199229717265,False,False,False
d0226+3325,17.5,14.86,C,9.3,,25.32,8.85,8.0,2.130609910796648e-05,,,,,,False,,,,,2.6400000000000006,,False,False,False
DDO025,13.96,10.98,C,9.3,15.9,17.5,8.97,8.41,0.028609083340708,0.0188653751105825,38.32583,33.49111,0.09414897114038467,-24.739496203451882,False,0.3413841693550348,0.02880958516895771,13.618615830644966,10.951190414831043,2.9800000000000004,2.6674254158139235,False,False,False
LV J0926+3343,17.8,15.13,C,19.7,18.14,,8.33,8.37,,0.0107555345613979,141.53937,33.71781,0.017799032852053642,45.70610558584948,False,0.0645392931215465,0.005446504052728414,17.735460706878452,15.124553495947273,2.67,2.6109072109311793,False,False,False
DDO143,16.0,13.58,C,9.1,15.9,17.73,8.45,8.43,0.0221626062361691,0.018062686008872,191.103672,34.384259,0.019678089767694473,82.58920103463392,False,0.07135275349766015,0.006021495468914509,15.92864724650234,13.573978504531086,2.42,2.3546687419712544,False,False,False
DDO084,13.73,11.17,,8.11,14.17,16.56,9.44,8.79,0.0517106211039745,0.0705896870076122,160.678279,34.449276,0.02360309660434723,61.533495380844876,False,0.08558482828736305,0.007222547560930252,13.644415171712637,11.16277745243907,2.5600000000000005,2.481637719273568,False,False,False
NGC4861,12.9,10.46,C,7.3,13.6,14.49,9.24,8.59,0.2819575745275502,0.0966819203614386,194.75975,34.85943888888889,0.010650434531271458,82.09960219067862,False,0.03861847561039031,0.003259032966569066,12.86138152438961,10.456740967033431,2.4399999999999995,2.4046405573561795,False,False,False
UGC7257,14.36,12.25,,8.8,15.17,,8.98,8.32,,0.0330875714496354,183.7623125,35.958447222222226,0.01570519059896469,78.26147296387762,False,0.05694702111184597,0.004805788323283195,14.303052978888154,12.245194211676717,2.1099999999999994,2.057858767211437,False,False,False
DDO019,15.8,13.14,C,9.3,16.62,18.19,9.3,8.32,0.0151531856088228,0.0097199816477518,36.25092,36.03778,0.06771435588598251,-23.095180978119355,False,0.2455322544425726,0.020720592901110647,15.554467745557428,13.11927940709889,2.66,2.4351883384585378,False,False,False
NGC4214,10.24,8.14,,2.94,11.68,13.28,9.16,8.48,0.1393903493594751,0.0919166544465932,183.913225,36.32688888888889,0.021838610991835594,78.07454601129353,False,0.07918680345639587,0.0066826149635016915,10.160813196543604,8.133317385036499,2.0999999999999996,2.027495811507105,False,False,False
NGC4190,13.5,10.79,,2.82,15.02,17.18,8.49,7.46,0.0035321266084706,0.0039011959480647,183.4365208333333,36.634025,0.02923263981938362,77.58932262326424,False,0.10599755198508501,0.008945187784731388,13.394002448014914,10.781054812215269,2.710000000000001,2.612947635799646,False,False,False
DDO126,14.12,11.53,,4.88,15.18,17.48,8.43,8.02,0.0080237555623788,0.010081825862125,186.773192,37.141774,0.014277961105108261,78.74487687157124,False,0.05177188696712255,0.0043690560981631274,14.068228113032877,11.525630943901836,2.59,2.5425971691310405,False,False,False
DDO127,14.98,12.57,C,6.89,16.19,20.47,8.33,8.0,0.0010185362483453,0.0079275317788467,187.117018,37.234822,0.017311522737145424,78.79176255789925,False,0.0627715814448893,0.0052973259575664995,14.91722841855511,12.564702674042433,2.41,2.3525257445126773,False,False,False
IC4182,12.02,9.72,,4.7,13.47,16.03,9.01,8.36,0.0282965678107255,0.0451746986018531,196.45311596836,37.60360143269,0.013698856346309185,79.09638832455852,False,0.0496720531117171,0.004191850041970611,11.970327946888283,9.71580814995803,2.299999999999999,2.2545197969302517,False,False,False
IC3687,13.79,11.12,,4.57,14.79,16.88,8.68,7.9,0.0122284227935273,0.0126628641580943,190.56314201313,38.50162350915,0.019890332594513893,78.46525297159405,False,0.07212234598770738,0.0060864417739212515,13.717877654012291,11.113913558226079,2.67,2.6039640957862122,False,False,False
DDO022,15.65,13.11,C,9.3,18.3,19.64,8.41,8.05,0.0039856939082136,0.0020685472470815,38.225,38.68058,0.04865260422229767,-20.047718251828083,False,0.17641434291005134,0.014887696892023086,15.473585657089949,13.095112303107976,2.540000000000001,2.3784733539819722,False,False,False
KKH58,15.61,12.94,C,18.4,16.43,17.94,9.11,8.47,0.0746747352902593,0.04532472667826,151.84468,38.96963,0.014075897634029388,53.98607509139077,False,0.05103920482099056,0.004307224676012993,15.55896079517901,12.935692775323986,2.67,2.623268019855024,False,False,False
UGC7719,15.25,12.59,C,9.2,16.14,18.09,8.61,8.22,0.0162597438818561,0.0148004596249188,188.50228966666663,39.01925144444444,0.015704071149230003,77.56552679358552,False,0.05694296198710799,0.004805445771664381,15.193057038012892,12.585194554228336,2.66,2.6078624837845563,False,False,False
UGC03600,16.18,13.22,C,7.24,17.63,20.15,8.84,7.78,0.0015101329308542,0.002323681927282,103.91590779166668,39.09549641666667,0.09242121130228043,17.474719982093045,False,0.3351193121820688,0.02828089065849781,15.84488068781793,13.191719109341502,2.959999999999999,2.6531615784764284,False,False,False
UGC12894,16.8,14.02,C,8.47,17.57,19.91,8.17,7.92,0.0025781303200943,0.003360983407819,0.0939583333333333,39.49541666666667,0.10811533033847809,-22.320873558454625,False,0.3920261878073215,0.033083291083574294,16.40797381219268,13.986916708916425,2.780000000000001,2.4210571032762545,False,False,False
DDO182,15.69,13.3,C,8.9,16.07,18.86,8.16,8.03,0.0074871762913348,0.0147733695313643,205.635502375,39.658492555555554,0.008577529340982437,73.58058141155279,False,0.031102121390402315,0.0026247239783406258,15.658897878609597,13.29737527602166,2.389999999999999,2.3615226025879377,False,False,False
UGC7678,14.5,12.48,,6.9,15.62,17.86,8.01,7.76,0.0113041061545754,0.0134399523602546,188.00167916666663,39.831725000000006,0.01600690558552742,76.67197506401978,False,0.05804103965312242,0.004898113109171391,14.441958960346877,12.47510188689083,2.0199999999999996,1.9668570734560475,False,False,False
DDO046,14.4,12.2,,6.85,16.24,19.01,9.5,8.22,0.0038629509058489,0.0074830852142395,115.357406,40.112792,0.05010799691081047,26.172929349552668,False,0.18169159679859875,0.015333047054708004,14.218308403201402,12.18466695294529,2.200000000000001,2.033641450256111,False,False,False
DDO024,13.68,10.86,C,9.8,,18.42,9.0,8.73,0.013614139523989,,38.42899,40.52812,0.05549709498882294,-18.29495105437261,False,0.20123246642947196,0.01698211106657982,13.478767533570528,10.843017888933419,2.8200000000000003,2.6357496446371087,False,False,False
And IV,17.18,14.54,C,6.31,17.89,21.06,8.84,8.32,0.0004961314570942,0.0013891791816579,10.634583333333332,40.57194444444445,0.08696633577346802,-22.268246904515404,False,0.315339933514595,0.026611698746681213,16.864660066485406,14.513388301253318,2.6400000000000006,2.351271765232088,False,False,False
UGC00064,15.5,12.84,C,9.6,16.59,,8.65,8.58,,0.0106473618528743,1.93342,40.87545999999999,0.08028071373701096,-21.24444582662519,False,0.2910978680104017,0.02456589840352535,15.208902131989598,12.815434101596475,2.66,2.393468030393123,False,False,False
NGC4625,13.03,9.75,,7.9,14.56,16.44,8.69,8.49,0.0548014725412851,0.0467685311595821,190.46963409149,41.27392104605,0.01831435225903988,75.71857576912633,False,0.0664078412912786,0.005604191791266202,12.963592158708721,9.744395808208735,3.2799999999999994,3.2191963504999865,False,False,False
UGC12588,14.11,10.89,C,7.9,,17.01,9.41,8.16,0.0324184486517448,,351.179729,41.347815,0.14709606766700745,-18.640475317950592,False,0.5333703413605689,0.045011396706104274,13.57662965863943,10.844988603293896,3.219999999999999,2.731641055345534,False,False,False
NGC0205,8.72,5.59,,0.82,14.99,27.87,8.28,5.6,1.581851645171929e-08,0.000339099580566,10.09190514583,41.68541867226,0.08538347482681274,-21.138699307042554,False,0.309600479722023,0.0261273432970047,8.410399520277977,5.563872656702995,3.130000000000001,2.846526863574982,False,False,False
DDO052,15.27,12.37,,10.28,17.01,19.93,8.94,8.32,0.0037284152449659,0.0082925056701536,127.118998,41.857535,0.03609689325094223,35.21332290211797,False,0.13088733492791652,0.011045649334788321,15.139112665072084,12.358954350665211,2.9000000000000004,2.780158314406872,False,False,False
KK149,15.01,12.56,C,8.9,17.47,19.83,8.29,7.77,0.0030642067085065,0.0040689238408305,,,,,False,,,,,2.4499999999999993,,False,False,False
UGC07690,13.13,11.4,,11.2,14.92,17.13,9.3,8.64,0.0583410298462839,0.0674738658219031,188.112056,42.704121,0.02918507531285286,73.95231127110829,False,0.10582508308440447,0.008930633045732975,13.024174916915596,11.391069366954268,1.7300000000000004,1.6331055499613285,False,False,False
DDO129,13.67,11.01,C,8.9,14.88,17.26,9.08,8.59,0.0326827098994086,0.0442058312122463,187.183659,43.22383,0.017118290066719055,73.25989558335984,False,0.06207091978192329,0.005238196760416031,13.607929080218076,11.004761803239584,2.66,2.6031672769784926,False,False,False
UGC02172,14.6,12.37,,9.3,,,8.62,7.87,,,40.54513333333334,43.35510555555556,0.10679501295089722,-15.069567289476556,False,0.3872387169599533,0.03267927396297455,14.212761283040047,12.337320726037024,2.2300000000000004,1.8754405570030226,False,False,False
DDO190,13.1,10.72,,2.74,14.92,17.67,8.47,7.5,0.0021234359776822,0.0040383194758013,216.18004,44.52828,0.012267380021512508,64.4761809716862,False,0.044481519958004354,0.0037538182865828277,13.055518480041995,10.716246181713418,2.379999999999999,2.339272298328577,False,False,False
UGC09660,14.35,11.74,,7.4,15.99,18.46,8.42,7.9,0.0074817205913745,0.0109941836505545,225.28950416666663,44.69819722222222,0.022442717105150223,58.725475112656476,False,0.08137729222327471,0.006867471434175968,14.268622707776725,11.733132528565823,2.6099999999999994,2.5354901792109015,False,False,False
UGC07320,15.4,13.0,C,9.2,18.39,,8.31,7.54,,0.0018632674728043,184.36900127137,44.81125539332,0.012548441998660564,71.05521868041671,False,0.04550065068714321,0.0038398232515901324,15.354499349312857,12.99616017674841,2.4000000000000004,2.358339172564447,False,False,False
UGC07827,15.96,13.54,C,8.5,16.94,18.16,8.14,8.09,0.0130129540779372,0.0060469642252011,189.91446,44.82011,0.018192796036601067,72.15162107789438,False,0.06596707842871546,0.005566995587199927,15.894032921571286,13.534433004412799,2.4200000000000017,2.359599917158487,False,False,False
